Disease	Disease_id	Therapeutic_area	Therapeutic_area_id	
Central Retinal Artery Occlusion	C0007688	Retinal Artery Occlusion	C0035302	
Branch Retinal Artery Occlusion	C0006123	Retinal Artery Occlusion	C0035302	
Anemia due to protein deficiency	C0154290	Deficiency anemias	C0041782	
HELLP Syndrome	C0162739	Severe pre-eclampsia, unspecified as to episode of care or not applicable	C0156669	
Meibomian Cyst	C0007933	Infective dermatitis of eyelid of types resulting in deformity	C0155181	
Ulcerative blepharitis	C0155173	Infective dermatitis of eyelid of types resulting in deformity	C0155181	
Blepharoconjunctivitis	C0005743	Infective dermatitis of eyelid of types resulting in deformity	C0155181	
Noninfectious dermatosis of eyelid	C0155176	Infective dermatitis of eyelid of types resulting in deformity	C0155181	
Squamous blepharitis	C0155174	Infective dermatitis of eyelid of types resulting in deformity	C0155181	
Parasitic eyelid infestation	C0155183	Infective dermatitis of eyelid of types resulting in deformity	C0155181	
Hordeolum externum	C0019919	Infective dermatitis of eyelid of types resulting in deformity	C0155181	
Exophthalmic ophthalmoplegia	C0152135	Total ophthalmoplegia	C0155338	
Idiopathic crescentic glomerulonephritis	C0403416	Acute proliferative glomerulonephritis	C0341692	
Benign renovascular hypertension	C0155621	Benign secondary hypertension	C0155620	
Acute gonococcal cystitis	C0153191	Acute cystitis	C0149523	
Aspergillosis, Allergic Bronchopulmonary	C0004031	Aspergillosis	C0004030	
Root Resorption	C0035851	Tooth Resorption	C0040451	
External resorption of tooth	C0266878	Tooth Resorption	C0040451	
internal pathological resorption	C1456167	Tooth Resorption	C0040451	
Porphyrias, Hepatic	C0162533	Disorders of Porphyrin Metabolism	C0032708	
Hepatoerythropoietic Porphyria	C0162569	Porphyrias, Hepatic	C0162533	
Variegate Porphyria	C0162532	Porphyrias, Hepatic	C0162533	
Acute intermittent porphyria	C0162565	Porphyrias, Hepatic	C0162533	
Porphyria Cutanea Tarda	C0162566	Porphyrias, Hepatic	C0162533	
Erythropoietic Protoporphyria	C0162568	Porphyrias, Hepatic	C0162533	
Hereditary Coproporphyria	C0162531	Porphyrias, Hepatic	C0162533	
Diphtheritic peritonitis	C0152953	Other specified peritonitis	C0029823	
Steroid responders borderline glaucoma	C0339572	Preglaucoma	C0549470	
Anatomical narrow angle borderline glaucoma	C0154941	Preglaucoma	C0549470	
Age-related cataract	C0036646	Other cataract	C0029531	
Myotonic cataract	C0027128	Other cataract	C0029531	
Tetanic cataract	C0039613	Other cataract	C0029531	
Cataract due to diabetes mellitus	C0011876	Other cataract	C0029531	
Diffuse interstitial keratitis	C0155089	Interstitial keratitis	C0155088	
Polychondritis, Relapsing	C0032453	Chondromalacia	C0085700	
Chondromalacia Patellae	C0008475	Chondromalacia	C0085700	
Polymyalgia Rheumatica	C0032533	Collagen Diseases	C0009326	
Mixed Connective Tissue Disease	C0026272	Collagen Diseases	C0009326	
Ehlers-Danlos Syndrome	C0013720	Collagen Diseases	C0009326	
Scrub Typhus	C0036472	Typhus, Epidemic Louse-Borne	C0041473	
Giant Cell Arteritis	C0039483	Vasculitis, Central Nervous System	C0751878	
Anemia, Megaloblastic	C0002888	Anemia, Macrocytic	C0002886	
Color blindness	C0242225	blindness or low vision (non-specific)	C0155020	
Fanconi Anemia	C0015625	Congenital hypoplastic anemia	C0949116	
Scleritis with corneal involvement	C0155355	Scleritis	C0036416	
Anterior scleritis	C0155353	Scleritis	C0036416	
Posterior scleritis	C0155357	Scleritis	C0036416	
Central pterygium	C0155156	Peripheral pterygium, progressive	C0155155	
Melkersson-Rosenthal Syndrome	C0025235	Facial Nerve Diseases	C0015464	
Facial Hemiatrophy	C0015458	Facial Nerve Diseases	C0015464	
Geniculate Ganglionitis	C0017407	Facial Nerve Diseases	C0015464	
Facial paralysis	C0015469	Facial Nerve Diseases	C0015464	
Facial Neuralgia	C0015467	Facial Nerve Diseases	C0015464	
Mobius Syndrome	C0221060	Facial Nerve Diseases	C0015464	
Retinal Artery Occlusion	C0035302	Retinal vascular occlusion	C0035326	
Venous tributary occlusion of retina	C0154842	Retinal vascular occlusion	C0035326	
Serous labyrinthitis	C0155504	Labyrinthitis	C0022893	
Toxic labyrinthitis	C0155507	Labyrinthitis	C0022893	
Circumscribed labyrinthitis	C0155505	Labyrinthitis	C0022893	
Suppurative labyrinthitis	C0155506	Labyrinthitis	C0022893	
Anatomical narrow angle glaucoma	C0154947	Primary angle-closure glaucoma	C0017606	
Residual stage of angle-closure glaucoma	C0154948	Primary angle-closure glaucoma	C0017606	
Acute angle-closure glaucoma	C0154946	Primary angle-closure glaucoma	C0017606	
Intermittent angle-closure glaucoma	C0154945	Primary angle-closure glaucoma	C0017606	
Alveolar periostitis	C0013240	Periostitis	C0031111	
Favism	C0015702	Deficiency of glucose-6-phosphate dehydrogenase	C2939465	
Tooth surface loss	C0399400	Tooth Erosion	C0040436	
Erosion, extending into pulp	C1456163	Tooth Erosion	C0040436	
Erosion, extending into dentine	C1456162	Tooth Erosion	C0040436	
Pancreatic Cholera	C0086768	Other disorders of pancreatic internal secretion	C0154189	
Post-surgical hypoinsulinemia	C0154190	Other disorders of pancreatic internal secretion	C0154189	
Abnormality of secretion of glucagon	C0154191	Other disorders of pancreatic internal secretion	C0154189	
Abnormality of secretion of gastrin	C0000774	Other disorders of pancreatic internal secretion	C0154189	
Superior Mesenteric Artery Syndrome	C0038828	Duodenal Obstruction	C0013292	
Chronic duodenal ileus	C0156087	Duodenal Obstruction	C0013292	
Calculus of lower urinary tract	C0156264	Non-Neoplastic Urinary System Disorder	C1335051	
Urethral Diseases	C0041969	Non-Neoplastic Urinary System Disorder	C1335051	
Urologic Neoplasms	C0042076	Non-Neoplastic Urinary System Disorder	C1335051	
Kidney Diseases	C0022658	Non-Neoplastic Urinary System Disorder	C1335051	
Urinary tract obstruction	C0178879	Non-Neoplastic Urinary System Disorder	C1335051	
Malignant neoplasm of urinary organ, unspecified	C0348371	Non-Neoplastic Urinary System Disorder	C1335051	
Urinary Bladder Diseases	C0005686	Non-Neoplastic Urinary System Disorder	C1335051	
Pyuria	C0034359	Non-Neoplastic Urinary System Disorder	C1335051	
Disorder of ureter	C0403608	Non-Neoplastic Urinary System Disorder	C1335051	
Bacteriuria	C0004659	Non-Neoplastic Urinary System Disorder	C1335051	
Neonatal urinary tract infection	C0235815	Non-Neoplastic Urinary System Disorder	C1335051	
Body louse infestation	C0030758	Lice Infestations	C0030756	
Pediculus capitis infestation	C0030757	Lice Infestations	C0030756	
Infestation by Phthirus pubis	C0030759	Lice Infestations	C0030756	
Brawny scleritis	C0155356	Anterior scleritis	C0155353	
Lymphogranuloma Venereum	C0024286	Granuloma Inguinale	C0018190	
Helminthiasis	C0018889	Parasitic endophthalmitis	C0014238	
Ectoparasitic Infestations	C0013578	Parasitic endophthalmitis	C0014238	
Protozoan Infections	C0033740	Parasitic endophthalmitis	C0014238	
Angular blepharoconjunctivitis	C0155149	Blepharoconjunctivitis	C0005743	
Contact blepharoconjunctivitis	C0155150	Blepharoconjunctivitis	C0005743	
Aortic Aneurysm, Abdominal	C0162871	Thoracoabdominal aortic aneurysm, ruptured	C1305122	
Aortic Aneurysm, Thoracic	C0162872	Thoracoabdominal aortic aneurysm, ruptured	C1305122	
Brucella abortus infection	C0302363	Brucellosis	C0006309	
Brucella melitensis infection	C0302362	Brucellosis	C0006309	
Infection due to Brucella canis	C0494040	Brucellosis	C0006309	
Neonatal Myasthenia Gravis	C0158982	myasthenia gravis without acute exacerbation	C1260409	
Acute diffuse nephritis	C0341689	Glomerulonephritis diffuse	C0859036	
Primary iridocyclitis	C0154909	Anterior uveitis	C0042165	
Renal Artery Obstruction	C0035066	Renal vascular disorder	C0268790	
Atherosclerosis of renal artery	C0155734	Renal vascular disorder	C0268790	
Atrophy of tongue papillae	C0155964	Glossitis	C0017675	
Persistent tuberculum impar	C0155963	Glossitis	C0017675	
Adiposis Dolorosa	C0001529	Lipomatosis	C0023801	
Pelvic lipomatosis	C0406608	Lipomatosis	C0023801	
mediastinal lipomatosis	C1334662	Lipomatosis	C0023801	
Steroid Lipomatosis	C1336506	Lipomatosis	C0023801	
Diffuse Lipomatosis	C1333298	Lipomatosis	C0023801	
Nodular Circumscribed Lipomatosis	C0028253	Lipomatosis	C0023801	
Blue Toe Syndrome	C0242645	Cholesterol Embolism	C0149649	
Vesico-Ureteral Reflux	C0042580	Disorder of ureter	C0403608	
Ureterocele	C0041960	Disorder of ureter	C0403608	
Pyoureter	C0034223	Disorder of ureter	C0403608	
Ureterolithiasis	C0041952	Disorder of ureter	C0403608	
tenosynovitis of ankle/foot	C0158331	Tenosynovitis	C0039520	
Bicipital tenosynovitis	C0158304	Tenosynovitis	C0039520	
Acute perichondritis of pinna	C0155390	Perichondritis of pinna	C0155389	
Chronic perichondritis of pinna	C0155391	Perichondritis of pinna	C0155389	
Chronic atticoantral suppurative otitis media	C0155441	Chronic purulent otitis media	C0271454	
Pulmonary Valve Stenosis	C0034089	Pulmonary Valve Disorder	C0034087	
Rheumatic disease of pulmonary valve	C0155579	Pulmonary Valve Disorder	C0034087	
Empyema, Tuberculous	C0014014	Empyema, Pleural	C0014013	
Subacute lymphocytic thyroiditis	C1306804	Thyroiditis	C0040147	
Subacute thyroiditis	C0040149	Thyroiditis	C0040147	
Acute thyroiditis	C0001360	Thyroiditis	C0040147	
Riedel's thyroiditis	C0154162	Thyroiditis	C0040147	
Thyroiditis, Suppurative	C0040150	Thyroiditis	C0040147	
Crusted scabies	C0028425	Scabies infestation	C0036262	
Glossitis, Benign Migratory	C0017677	Atrophy of tongue papillae	C0155964	
Afferent Loop Syndrome	C0001727	Postgastrectomy Syndromes	C0032763	
Dumping Syndrome	C0013288	Postgastrectomy Syndromes	C0032763	
Thymic Dysplasia	C1331541	Disease of thymus gland	C0154199	
Ectopic thymus	C1333375	Disease of thymus gland	C0154199	
Malignant neoplasm of thymus	C0751552	Disease of thymus gland	C0154199	
Thymolipoma	C1336744	Disease of thymus gland	C0154199	
Labyrinthitis	C0022893	Inner ear infection	C1168225	
Chronic gonococcal cervicitis	C0153206	Chronic cervicitis	C0269062	
Appendicitis	C0003615	Cecal Diseases	C0007527	
Panniculitis, Nodular Nonsuppurative	C0030328	Panniculitis	C0030326	
Vasculitis, Leukocytoclastic, Cutaneous	C0151436	Immune Complex Diseases	C0020951	
Arthus Reaction	C0003907	Immune Complex Diseases	C0020951	
Tuberculous pneumothorax	C0152600	Other spontaneous pneumothorax	C0029850	
Hemopneumothorax	C0019077	Other spontaneous pneumothorax	C0029850	
Spontaneous tension pneumothorax	C0155907	Other spontaneous pneumothorax	C0029850	
Cystitis glandularis	C0268837	Other chronic cystitis	C0156268	
Chronic interstitial cystitis	C0600040	Other chronic cystitis	C0156268	
Subaortic stenosis	C0340375	Rheumatic aortic stenosis	C0155567	
Supravalvular aortic stenosis	C0003499	Rheumatic aortic stenosis	C0155567	
Central retinal vein occlusion	C0154841	Retinal Vein Occlusion	C0035328	
Partial occlusion of retinal vein	C0271080	Retinal Vein Occlusion	C0035328	
Stomatitis	C0038362	Lip Diseases	C0023760	
Complete unilateral cleft lip	C0158651	Lip Diseases	C0023760	
Carcinoma in situ of lip, oral cavity and pharynx	C0154058	Lip Diseases	C0023760	
Malignant neoplasm of other sites of lip	C0153347	Lip Diseases	C0023760	
Cheilitis	C0007971	Lip Diseases	C0023760	
Hypopituitarism	C0020635	Other and unspecified anterior pituitary hyperfunction	C0029493	
Hypoplasia of the pituitary gland	C0948740	Other and unspecified anterior pituitary hyperfunction	C0029493	
Necrosis of pituitary	C0271558	Other and unspecified anterior pituitary hyperfunction	C0029493	
Empty Sella Syndrome	C0014008	Other and unspecified anterior pituitary hyperfunction	C0029493	
Inappropriate ADH Syndrome	C0021141	Other and unspecified anterior pituitary hyperfunction	C0029493	
Hyperpituitarism	C0020506	Other and unspecified anterior pituitary hyperfunction	C0029493	
Malignant neoplasm of pituitary gland	C0496842	Other and unspecified anterior pituitary hyperfunction	C0029493	
Mononeuritis of lower limb	C0154747	Mononeuritis	C0235880	
Mononeuritis of upper limb and mononeuritis multiplex	C0154741	Mononeuritis	C0235880	
Xeroderma of eyelid	C0155179	Noninfectious dermatosis of eyelid	C0155176	
Discoid lupus erythematosus of eyelid	C0155180	Noninfectious dermatosis of eyelid	C0155176	
Allergic contact dermatitis of eyelid	C0155178	Noninfectious dermatosis of eyelid	C0155176	
Eczematous dermatitis of eyelid	C0155177	Noninfectious dermatosis of eyelid	C0155176	
Genital Diseases, Male	C0017412	Non-Neoplastic Reproductive System Disorder	C1335037	
Female Genital Diseases	C0017411	Non-Neoplastic Reproductive System Disorder	C1335037	
Reproductive System Neoplasm	C0178830	Non-Neoplastic Reproductive System Disorder	C1335037	
Gonorrhea	C0018081	Fallopian Tube Diseases	C0015556	
Salpingitis	C0036130	Fallopian Tube Diseases	C0015556	
Malignant neoplasm of fallopian tube	C0153579	Fallopian Tube Diseases	C0015556	
Skin tag	C0037293	Reactive Cutaneous Fibrous Lesion	C1335666	
Amelogenesis Imperfecta	C0002452	Dental Enamel Hypoplasia	C0011351	
Hidradenitis Suppurativa	C0162836	Hidradenitis	C0085160	
Herpetic Gastritis	C1333996	Viral gastritis	C0563238	
Rubella	C0035920	Encephalitis, West Nile Fever	C0751583	
Pituitary-dependent Cushing's disease	C0221406	Hyperpituitarism	C0020506	
Acromegaly	C0001206	Hyperpituitarism	C0020506	
Conjunctivitis, Giant Papillary	C0009769	Papillary conjunctivitis	C0854165	
Chondromalacia	C0085700	Articular cartilage disorder	C0158073	
Dermatitis, Phototoxic	C0162830	Dermatitis, Irritant	C0162823	
Polycythemia due to excess erythopoetin production	C0391869	Secondary polycythemia	C1318533	
Stress polycythemia	C0541719	Secondary polycythemia	C1318533	
Polycythemia due to hypoxia	C0856818	Secondary polycythemia	C1318533	
Dehydration polycythemia	C0856815	Secondary polycythemia	C1318533	
Breast Sclerosing Adenosis	C1335931	Fibrocystic change, proliferative type with atypia	C0334056	
Breast Fibrocystic Change, Non-Proliferative Type	C1332628	Breast Fibrocystic Disease	C0016034	
Fibrocystic change, proliferative type with atypia	C0334056	Breast Fibrocystic Disease	C0016034	
Tay-Sachs Disease	C0039373	Gangliosidoses, GM2	C0268274	
Sandhoff Disease	C0036161	Gangliosidoses, GM2	C0268274	
Tay-Sachs Disease, AB Variant	C0268275	Gangliosidoses, GM2	C0268274	
Coronary Aneurysm	C0010051	Heart Aneurysm	C0018789	
Viral Laryngitis	C0853195	Acute laryngitis with obstruction	C0949123	
Ludwig's Angina	C0024081	Cellulitis of hand	C0007646	
Lateral Medullary Syndrome	C0043019	Brain Stem Infarctions	C0521542	
Sagittal Sinus Thrombosis	C0338575	Sinus Thrombosis, Intracranial	C0037198	
Cavernous Sinus Thrombosis	C0238454	Sinus Thrombosis, Intracranial	C0037198	
Lateral Sinus Thrombosis	C0270639	Sinus Thrombosis, Intracranial	C0037198	
Acute allergic sanguinous otitis media	C0155420	Acute sanguineous otitis media	C0395865	
Leukemia, Plasma Cell	C0023484	Plasma cell dyscrasia	C1136084	
Plasmacytoma	C0032131	Plasma cell dyscrasia	C1136084	
Infective otitis externa	C0021355	Diseases of external ear	C0155388	
Anterior Compartment Syndrome	C0003152	Compartment syndromes	C0009492	
Tuberculosis, Multidrug-Resistant	C0206526	Tuberculoma	C0041295	
Peritonitis, Tuberculous	C0041325	Tuberculosis, Gastrointestinal	C0041312	
Tuberculosis, Oral	C0041323	Tuberculosis, Gastrointestinal	C0041312	
Submandibular lymphadenitis	C0235591	Cervical lymphadenitis	C0149642	
Localized scleroderma	C0036420	Scleroderma	C0011644	
Systemic Scleroderma	C0036421	Scleroderma	C0011644	
Adult Xanthogranuloma	C1332220	Histiocytosis, Non-Langerhans-Cell	C0019624	
Juvenile Xanthogranuloma	C0043324	Histiocytosis, Non-Langerhans-Cell	C0019624	
Erdheim-Chester Disease	C0878675	Histiocytosis, Non-Langerhans-Cell	C0019624	
Tinea Favosa	C0040254	Dermatophytosis of scalp and beard	C0011640	
Malignant neoplasm of ciliary body	C0496833	Disorder of ciliary body	C0271100	
Macular Edema, Cystoid	C0024440	Macular retinal edema	C0271051	
Purulent endophthalmitis	C0259800	Endophthalmitis	C0014236	
Gonococcal endophthalmia	C0153213	Endophthalmitis	C0014236	
Mucinosis, Follicular	C0002173	Other acne	C0029485	
Acne	C0702166	Other acne	C0029485	
Malignant Sebaceous Neoplasm	C1382026	Other acne	C0029485	
Hemangioma, Cavernous	C0018920	Vascular Hemostatic Disorders	C0600502	
Chronic Toxic Polyneuropathy	C1333048	Polyneuropathy chronic	C1167650	
Chronic Metabolic Polyneuropathy	C1333042	Polyneuropathy chronic	C1167650	
Anemia, Hemolytic	C0002878	Normocytic anemia	C0085577	
Congenital Epulides	C0376319	Epulides	C0266919	
cerebral hemangioma	C0877388	Brain Hemangioma	C0238814	
Uric acid urolithiasis	C0403719	Calculus of kidney and ureter	C0156257	
Simple Pulmonary Eosinophilia	C0242459	Eosinophilic Pneumonia	C1527407	
Cryptogenic pulmonary eosinophilia	C0008680	Eosinophilic Pneumonia	C1527407	
Transient hypogammaglobulinemia of infancy	C0272238	Transient Hypogammaglobulinemia	C0859960	
Type 2 Renal Papillary Adenoma	C1519710	Renal papillary adenoma	C1518879	
Type 1 Renal Papillary Adenoma	C1519706	Renal papillary adenoma	C1518879	
Hypervitaminosis A	C0020579	Overnutrition	C1257763	
Hypervitaminosis D	C1442839	Overnutrition	C1257763	
Obesity	C0028754	Overnutrition	C1257763	
Dacryocystitis	C0010930	Acute inflammation of lacrimal passages	C0339129	
Acute lacrimal canaliculitis	C0339130	Acute inflammation of lacrimal passages	C0339129	
Intravascular fasciitis	C0432529	Nodular fasciitis	C0410005	
Cranial Nodular Fasciitis	C1333162	Nodular fasciitis	C0410005	
Cutaneous anthrax	C0003177	Anthrax disease	C0003175	
